Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,900.15,2021-01-01,898.05,914.5,887.87,879.65,871.43,859.72,Awaiting Targets
2021-01-04,897.85,2021-01-01,898.05,914.5,887.87,879.65,871.43,859.72,Target 1 Reached
2021-01-05,921.65,2021-01-01,898.05,914.5,887.87,879.65,871.43,859.72,Target 1 Reached
2021-01-06,922.35,2021-01-06,923.36,913.87,930.81,936.04,941.99,947.75,Awaiting Targets
