Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2020-12-31,279.4,2021-01-01,274.95,280.68,271.4,268.53,265.66,261.58,Awaiting Targets
