Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2020-12-15,2775.55,2021-01-01,2525.88,2537.52,2518.68,2512.87,2507.05,2498.76,Final Target Reached
