Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,5290.8,2020-12-28,5103.23,5033.78,5157.76,5196.06,5239.54,5281.74,Final Target Reached
2021-01-04,5327.2,2020-12-28,5103.23,5033.78,5157.76,5196.06,5239.54,5281.74,Final Target Reached
2021-01-05,5341.2,2021-01-05,5323.79,5348.57,5308.46,5296.07,5283.68,5266.03,Awaiting Targets
2021-01-06,5448.35,2021-01-05,5323.79,5348.57,5308.46,5296.07,5283.68,5266.03,Target 1 Reached
