Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,7691.3,2020-12-23,7449.99,7331.62,7542.92,7608.19,7682.31,7754.21,Target 3 Reached
2021-01-04,7702.3,2020-12-23,7449.99,7331.62,7542.92,7608.19,7682.31,7754.21,Final Target Reached
2021-01-05,7655.45,2021-01-05,7643.62,7728.86,7590.88,7548.26,7505.64,7444.96,Awaiting Targets
2021-01-06,7628.6,2021-01-05,7643.62,7728.86,7590.88,7548.26,7505.64,7444.96,Target 1 Reached
